id,title,genres,averageRating,numVotes,releaseYear
tt7745956,"She-Ra and the Princesses of Power","Action, Adventure, Animation",8.1,19987,2018
tt7157248,"The New Pope",Drama,8.1,18927,2020
tt5339440,"One Day at a Time","Comedy, Drama",8.1,18709,2017
tt1833285,Boss,"Crime, Drama",8.1,18482,2011
tt0500092,"Serial Experiments Lain","Animation, Drama, Horror",8.1,18365,1998
tt1366312,Emma,"Comedy, Drama, Romance",8.1,18312,2009
tt10314462,"Zoey's Extraordinary Playlist","Comedy, Drama, Musical",8.1,18219,2020
tt0115378,"Superman: The Animated Series","Action, Adventure, Animation",8.1,18185,1996
tt9054364,"That Time I Got Reincarnated as a Slime","Action, Adventure, Animation",8.1,17141,2018
tt11228748,"The King: Eternal Monarch","Fantasy, Mystery, Romance",8.1,17063,2020
tt3305096,Galavant,"Adventure, Comedy, Fantasy",8.1,16821,2015
tt0080274,Shogun,"Adventure, Drama, History",8.1,16547,1980
tt1913273,"Anohana: The Flower We Saw That Day","Adventure, Animation, Drama",8.1,16440,2011
tt1515193,"The Big C","Comedy, Drama",8.1,15989,2010
tt13911284,"Hell's Paradise: Jigokuraku","Action, Adventure, Animation",8.1,15893,2023
tt0063951,"Sesame Street","Adventure, Animation, Family",8.1,15808,1969
tt26737616,Pluto,"Action, Animation, Drama",8.1,14939,2023
tt22373148,"Karm Yuddh",Drama,8.1,14874,2022
tt26315487,Bloodhounds,"Action, Crime, Drama",8.1,14864,2023
tt8324422,PEN15,Comedy,8.1,14661,2019
tt14479078,Candy,Thriller,8.1,14622,2021
tt10220588,"Hotel Del Luna","Action, Comedy, Drama",8.1,14540,2019
tt0805661,"The Black Donnellys","Crime, Drama",8.1,14436,2007
tt11822998,"The Trials of Gabriel Fernandez","Crime, Documentary",8.1,14170,2020
tt3556920,"Wolf Hall","Biography, Drama, History",8.1,13521,2015
tt5766194,"Legend of the Blue Sea","Comedy, Drama, Fantasy",8.1,13462,2016
tt13304700,Snowdrop,"Crime, Drama, Romance",8.1,13097,2021
tt22297578,Cat,"Crime, Drama, Thriller",8.1,13079,2022
tt4731072,"Food Wars: Shokugeki no Soma","Animation, Comedy, Drama",8.1,12995,2015
tt1086191,Outnumbered,"Comedy, Drama",8.1,12500,2007
tt8523042,Vagabond,"Action, Mystery, Thriller",8.1,12325,2019
tt11147852,Dorohedoro,"Action, Animation, Comedy",8.1,12242,2020
tt0088583,"North & South: Book 1, North & South","Drama, History, Romance",8.1,12153,1985
tt23037654,"Khakee: The Bihar Chapter","Action, Crime, Drama",8.1,12077,2022
tt16227240,"The Great Weddings of Munnes","Comedy, Drama",8.1,12052,2022
tt12759100,"Somebody Somewhere","Comedy, Drama",8.1,11994,2022
tt18228732,"Colin from Accounts","Comedy, Drama, Romance",8.1,11859,2022
tt1008108,"Ashes to Ashes","Crime, Drama, Fantasy",8.1,11410,2008
tt16447750,Maestro,"Crime, Drama, Mystery",8.1,10991,2022
tt6078096,"High Maintenance","Comedy, Drama",8.1,10839,2016
tt4343334,"For My Son","Action, Adventure, Comedy",8.1,10390,2015
tt7889220,"Dirty Money","Crime, Documentary",8.1,10338,2018
tt1973692,Rita,"Comedy, Drama",8.1,10312,2012
tt8026448,"Tacoma FD",Comedy,8.1,10250,2019
tt11761194,"Power Book IV: Force","Crime, Drama",8.1,10192,2022
tt21916016,Tanaav,"Action, Crime, Drama",8.1,10169,2022
tt6824234,"Fight for My Way","Comedy, Romance",8.1,10111,2017
tt2582590,Vicious,Comedy,8.1,10098,2013
tt5180504,"The Witcher","Action, Adventure, Drama",8,582939,2019
tt10919420,"Squid Game","Action, Drama, Mystery",8,572785,2021
tt4052886,Lucifer,"Crime, Drama, Fantasy",8,365171,2016
tt1844624,"American Horror Story","Drama, Horror, Sci-Fi",8,349850,2011
tt2372162,"Orange Is the New Black","Comedy, Crime, Drama",8,324349,2013
tt6257970,"The End of the F***ing World","Adventure, Comedy, Crime",8,227457,2017
tt9288030,Reacher,"Action, Crime, Drama",8,227412,2022
tt13406094,"The White Lotus","Comedy, Drama",8,221915,2021
tt5057054,"Tom Clancy's Jack Ryan","Action, Drama, Thriller",8,179736,2018
tt7493974,Bodyguard,"Crime, Drama, Thriller",8,153556,2018
tt14403178,Beef,"Comedy, Drama",8,143577,2023
tt13210838,"The Gentlemen","Action, Comedy, Crime",8,142437,2024
tt1235099,"Lie to Me","Crime, Drama, Mystery",8,129785,2009
tt2649356,"Sharp Objects","Crime, Drama, Mystery",8,124141,2018
tt6470478,"The Good Doctor",Drama,8,119216,2017
tt1869454,"Good Omens","Comedy, Drama, Fantasy",8,115883,2019
tt14164730,"Dexter: New Blood","Crime, Drama, Mystery",8,107868,2021
tt1399664,"The Night Manager","Crime, Drama, Mystery",8,106532,2016
tt5691552,"The Orville","Adventure, Comedy, Drama",8,102400,2017
tt9815454,Unorthodox,Drama,8,94232,2020
tt7587890,"The Rookie","Action, Crime, Drama",8,83573,2018
tt16358384,"Tulsa King","Crime, Drama",8,81862,2022
tt2189461,"Marco Polo","Action, Adventure, Drama",8,80209,2014
tt0810788,"Burn Notice","Action, Crime, Drama",8,80119,2007
tt15677150,Shrinking,"Comedy, Drama",8,76049,2023
tt12411074,Paranormal,"Drama, Fantasy, Horror",8,74751,2020
tt2261391,"Chicago Fire","Action, Drama",8,66731,2012
tt5651844,Travelers,"Drama, Mystery, Sci-Fi",8,66641,2016
tt11318602,"Don't F**k with Cats: Hunting an Internet Killer","Crime, Documentary, Mystery",8,64300,2019
tt0083399,Cheers,"Comedy, Drama",8,63543,1982
tt17491088,"The Diplomat","Comedy, Drama, Thriller",8,62335,2023
tt0072562,"Saturday Night Live","Comedy, Music",8,53717,1975
tt5770786,GLOW,"Comedy, Drama, Sport",8,51563,2017
tt7817340,"New Amsterdam",Drama,8,51425,2018
tt7661390,"Gangs of London","Action, Crime, Drama",8,42756,2020
tt4326894,"F Is for Family","Animation, Comedy, Drama",8,42007,2015
tt2712740,"The Goldbergs",Comedy,8,41776,2013
tt0084988,Blackadder,Comedy,8,41694,1982
tt5011816,"Sneaky Pete","Comedy, Crime, Drama",8,41535,2015
tt4406178,"The Gilded Age",Drama,8,39979,2022
tt9244578,"Rise of Empires: Ottoman","Documentary, Drama, History",8,37162,2020
tt6873658,"The Mechanism","Crime, Drama, Thriller",8,36794,2018
tt0092345,DuckTales,"Action, Adventure, Animation",8,35667,1987
tt1064899,"Queen of the South","Action, Crime, Drama",8,35150,2016
tt1453159,"The Pillars of the Earth","Drama, Romance, Thriller",8,33584,2010
tt6586318,"Patrick Melrose",Drama,8,33283,2018
tt3766376,"Vice Principals",Comedy,8,32711,2016
tt4643084,Counterpart,"Drama, Sci-Fi, Thriller",8,31863,2017
tt26933824,"Nobody Wants This",Comedy,8,31294,2024
tt4258440,River,"Crime, Drama, Mystery",8,27931,2015
tt0096708,"Tales from the Crypt","Comedy, Crime, Fantasy",8,27743,1989
tt5607616,"Re: Zero - Starting Life in Another World","Adventure, Animation, Drama",8,26722,2016
tt6792200,"The Keepers","Crime, Documentary, Mystery",8,25723,2017
tt1001482,"United States of Tara","Comedy, Drama, Romance",8,25496,2009
tt3561180,Trapped,"Crime, Drama, Mystery",8,25439,2015
tt0086817,"The Transformers","Action, Adventure, Animation",8,24095,1984
tt8201186,"The Capture","Crime, Mystery, Thriller",8,24037,2019
tt0370194,"Reno 911!","Comedy, Crime",8,23611,2003
tt4051832,Lovesick,Comedy,8,23126,2014
tt10166602,"Love, Victor","Comedy, Drama, Romance",8,22694,2020
tt27713897,Arnold,"Biography, Documentary",8,22668,2023
tt10050772,"I Think You Should Leave with Tim Robinson",Comedy,8,22333,2019
tt0057729,"The Addams Family","Comedy, Family, Horror",8,22314,1964
tt3837246,"Assassination Classroom","Action, Animation, Comedy",8,22153,2013
tt2521668,"The Returned","Drama, Fantasy, Horror",8,21505,2012
tt7375404,Kidding,"Comedy, Drama",8,20440,2018
tt8242904,"What's Wrong with Secretary Kim","Comedy, Mystery, Romance",8,20215,2018
tt0377260,Shameless,"Comedy, Crime, Drama",8,19031,2004
tt0108783,Gargoyles,"Action, Adventure, Animation",8,19008,1994
tt0241088,"Da Ali G Show",Comedy,8,18457,2000
tt6474236,"The Looming Tower","Drama, History",8,18073,2018
tt8993398,"Rascal Does Not Dream of Bunny Girl Senpai","Animation, Drama, Fantasy",8,18065,2018
tt0112095,NewsRadio,"Comedy, Romance",8,17723,1995
tt4384086,"Life in Pieces",Comedy,8,17660,2015
tt13274038,"True Beauty","Comedy, Drama, Romance",8,17080,2020
tt7649694,Ramy,"Comedy, Drama, Romance",8,16908,2019
tt28681409,"Ranneeti: Balakot & Beyond",Action,8,16723,2024
tt13103134,Horimiya,"Animation, Comedy, Drama",8,16617,2021
tt15765670,"My Dress-Up Darling","Animation, Comedy, Romance",8,16017,2022
tt13444408,Kin,"Crime, Drama",8,16009,2021
tt0108981,"The Vicar of Dibley",Comedy,8,15842,1994
tt12867810,Start-Up,"Comedy, Drama, Romance",8,15808,2020
tt0985344,Claymore,"Action, Adventure, Animation",8,15621,2007
tt4445154,"Deutschland 83","Drama, Romance, Thriller",8,15292,2015
tt5797194,W,"Action, Comedy, Drama",8,14939,2016
tt3829868,"Looking for Alaska","Drama, Romance",8,14902,2019
tt0433722,"Paranoia Agent","Animation, Drama, Horror",8,14820,2004
tt2980696,Quarry,"Crime, Drama, Thriller",8,14608,2016
tt2548418,"Jonathan Strange & Mr Norrell","Fantasy, War",8,14193,2015
tt18926162,Tomorrow,"Action, Comedy, Drama",8,13924,2022
tt2314952,"Comedians in Cars Getting Coffee","Comedy, Family, Talk-Show",8,13759,2012
tt15282746,"Drops of God",Drama,8,13559,2023
tt9778022,Abhay,"Crime, Thriller",8,13559,2019
tt4452630,"Code Black",Drama,8,13521,2015
tt10982034,Trying,"Comedy, Drama, Romance",8,13372,2020
tt0847150,"Sense & Sensibility","Drama, Romance",8,13249,2008
tt20285780,"The Artful Dodger","Crime, Drama, History",8,13210,2023
tt0115270,Millennium,"Crime, Drama, Horror",8,12562,1996
tt13273826,"The Uncanny Counter","Action, Fantasy, Horror",8,12332,2020
tt0294097,"Harvey Birdman, Attorney at Law","Animation, Comedy, Sci-Fi",8,12256,2000
tt4877736,BrainDead,"Comedy, Drama, Horror",8,12255,2016
tt0772145,"Wolverine and the X-Men","Action, Adventure, Animation",8,12244,2008
tt4855114,"Good Behavior","Crime, Drama, Mystery",8,12105,2016
tt0081874,"The Hitch Hiker's Guide to the Galaxy","Adventure, Comedy, Sci-Fi",8,11893,1981
tt5332732,Shahrzad,"Drama, History, Romance",8,11798,2015
tt15392100,"The Billion Dollar Code","Biography, Crime, Drama",8,11780,2021
tt1778108,"The Hour",Drama,8,11751,2011
tt0197182,"Third Watch","Action, Crime, Drama",8,11702,1999
tt0077097,"WKRP in Cincinnati",Comedy,8,11558,1978
tt14599438,"Jeen-yuhs: A Kanye Trilogy","Documentary, Music",8,11456,2022
tt1843678,"Scott & Bailey","Crime, Drama, Mystery",8,11393,2011
tt12392496,Undekhi,Crime,8,11015,2020
tt19072562,"Kaala Paani","Drama, Thriller",8,10684,2023
tt28804856,"Scam 2003 - The Telgi Story","Biography, Crime, Drama",8,10466,2023
tt0118475,Spawn,"Action, Adventure, Animation",8,10383,1997
tt27411674,"Shekhar Home","Crime, Drama",8,10323,2024
tt6905756,"Pagan Peak","Crime, Drama, Mystery",8,10311,2018
tt6554240,Heels,"Drama, Sport",8,10260,2021
tt9022422,"The Tattooist of Auschwitz","Drama, History, Romance",8,10235,2024
tt8005374,Explained,Documentary,8,10074,2018
tt9140560,WandaVision,"Action, Comedy, Drama",7.9,382122,2021
tt2741602,"The Blacklist","Crime, Drama, Mystery",7.9,284123,2013
tt0844441,"True Blood","Drama, Fantasy, Mystery",7.9,263043,2008
tt2357547,"Jessica Jones","Action, Crime, Drama",7.9,229787,2015
tt2261227,"Altered Carbon","Action, Adventure, Drama",7.9,192324,2018
tt0098800,"The Fresh Prince of Bel-Air",Comedy,7.9,146968,1990
tt6048596,"The Sinner","Crime, Drama, Mystery",7.9,142492,2017
tt1830617,Grimm,"Crime, Drama, Fantasy",7.9,133207,2011
tt2191671,Elementary,"Crime, Drama, Mystery",7.9,120880,2012
tt15567174,"The Fall of the House of Usher","Drama, Horror, Mystery",7.9,118868,2023
tt0439100,Weeds,"Comedy, Crime, Drama",7.9,118548,2005
tt1740299,"The Man in the High Castle","Drama, Sci-Fi, Thriller",7.9,113664,2015
tt11743610,"The Terminal List","Action, Drama, Thriller",7.9,111088,2022
tt8064302,"Dead to Me","Comedy, Crime, Drama",7.9,102511,2019
tt1199099,Merlin,"Adventure, Drama, Fantasy",7.9,88673,2008
tt5016504,Preacher,"Action, Adventure, Comedy",7.9,83265,2016
tt2094262,"Da Vinci's Demons","Adventure, Biography, Drama",7.9,79732,2013
tt0112178,"Star Trek: Voyager","Action, Adventure, Drama",7.9,79054,1995
tt0162065,Angel,"Action, Adventure, Drama",7.9,76987,1999
tt4477976,Superstore,Comedy,7.9,72679,2015
tt0108757,ER,"Drama, Romance",7.9,69299,1994
tt3566726,"Jane the Virgin",Comedy,7.9,60727,2014
tt3520702,Bloodline,"Drama, Thriller",7.9,60255,2015
tt0805663,Jericho,"Action, Drama, Mystery",7.9,59365,2006
tt0796264,Eureka,"Adventure, Comedy, Drama",7.9,59314,2006
tt2708480,"The Terror","Adventure, Drama, Horror",7.9,55184,2018
tt1103987,Leverage,"Crime, Mystery, Thriller",7.9,54906,2008
tt0115157,"Dexter's Laboratory","Adventure, Animation, Comedy",7.9,54834,1996
tt1582457,"The Borgias","Crime, Drama, History",7.9,54553,2011
tt2654580,"Almost Human","Action, Crime, Drama",7.9,52509,2013
tt5952634,"The Spy","Biography, Drama, History",7.9,50982,2019
tt7235466,9-1-1,"Action, Drama, Thriller",7.9,50891,2018
tt3865236,"Into the Badlands","Action, Adventure, Drama",7.9,50489,2015
tt2699110,"The Affair",Drama,7.9,49865,2014
tt4122068,Humans,"Drama, Sci-Fi",7.9,43284,2015
tt0063950,"Scooby Doo, Where Are You!","Adventure, Animation, Comedy",7.9,43026,1969
tt0118401,"Midsomer Murders","Crime, Drama, Mystery",7.9,40881,1997
tt4320258,"Resurrection: Ertugrul","Action, Adventure, Drama",7.9,40523,2014
tt0343314,"Teen Titans","Action, Adventure, Animation",7.9,39265,2003
tt2137109,"Masters of Sex","Drama, Romance",7.9,38911,2013
tt0131613,"Teenage Mutant Ninja Turtles","Action, Adventure, Animation",7.9,38483,1987
tt0480489,"Elfen Lied","Action, Animation, Drama",7.9,38024,2004
tt8543390,"Modern Love","Comedy, Drama, Romance",7.9,37456,2019
tt1255913,"Bored to Death","Comedy, Crime, Drama",7.9,34929,2009
tt9859436,"The Walking Dead: The Ones Who Live","Drama, Horror, Thriller",7.9,34824,2024
tt1958961,Lilyhammer,"Comedy, Crime, Drama",7.9,32869,2012
tt8910922,"Solar Opposites","Adventure, Animation, Comedy",7.9,32351,2020
tt5368542,"The Exorcist","Drama, Horror, Mystery",7.9,32313,2016
tt11379026,Ghosts,"Comedy, Fantasy",7.9,32251,2021
tt14824792,Ted,Comedy,7.9,31497,2024
tt2262532,"The Fosters","Drama, Romance",7.9,31295,2013
tt1985443,"Hatfields & McCoys","Drama, History, Romance",7.9,29895,2012
